key,0
3073,"·<Sheet(ContentFinderCondition,IntegerParameter(1),41)/>"
3074,"暫無任務支持該功能。"
3075,"·未開放任務"
3079,"[<Value>IntegerParameter(1)</Value>] <ZeroPaddedValue(2)>IntegerParameter(2)</ZeroPaddedValue>:<ZeroPaddedValue(2)>IntegerParameter(3)</ZeroPaddedValue>:<ZeroPaddedValue(2)>IntegerParameter(4)</ZeroPaddedValue> <If(GreaterThan(IntegerParameter(5),0))><Switch(IntegerParameter(5))><Case(1)>開始/重新開始</Case><Case(2)>戰鬥內事件</Case></Switch><Else/>戰鬥開始倒數計時</If>"
3080,"章節選擇"
3081,"繼續
【<If(Equal(PlayerParameter(78),3))>空格<Else/>空格</If>】鍵／ <CommandIcon(11)/>鍵"
3082,"暫停
【<If(Equal(PlayerParameter(78),3))>空格<Else/>空格</If>】鍵／ <CommandIcon(11)/>鍵"
3083,"結束回顧"
3084,"<ZeroPaddedValue(2)>IntegerParameter(1)</ZeroPaddedValue>:<ZeroPaddedValue(2)>IntegerParameter(2)</ZeroPaddedValue>:<ZeroPaddedValue(2)>IntegerParameter(3)</ZeroPaddedValue>"
3085,"設定／解除焦點目標"
3086,"顯示／隱藏介面"
3087,"顯示幫助"
3088,"開啟集體動作"
3089,"開啟觀景視角"
3090,"下一個章節"
3091,"上一個章節"
3092,"章節選擇"
3093,"x1"
3094,"x2"
3095,"x4"
3096,"確定要結束回顧嗎？"
3097,"REPLAY HELP"
3098,"任務回顧幫助"
3099,"回顧速度：1倍速
【<If(Equal(PlayerParameter(78),3))>num9<Else/>Num9</If>】鍵／ <CommandIcon(13)/>鍵"
3100,"回顧速度：2倍速
【<If(Equal(PlayerParameter(78),3))>num9<Else/>Num9</If>】鍵／ <CommandIcon(13)/>鍵"
3101,"回顧速度：4倍速
【<If(Equal(PlayerParameter(78),3))>num9<Else/>Num9</If>】鍵／ <CommandIcon(13)/>鍵"
3102,"Caution"
3104,"開始進行記錄準備確認。
全員通過後即開始進行記錄並顯示在下方設定的戰鬥開始倒數計時。
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※第2次開始將不再進行記錄準備確認，僅進行準備確認與戰鬥開始倒數計時。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3105,"開始進行記錄準備確認。
全員通過後即開始進行記錄
並顯示在下方設定的戰鬥開始倒數計時。
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※第2次開始將不再進行記錄準備確認，
　僅進行準備確認與戰鬥開始倒數計時。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3106,"設定戰鬥開始倒數計時（5秒～30秒）"
3107,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>可發起確認時間<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
剩餘<Value>IntegerParameter(1)</Value>分鐘<Value>IntegerParameter(2)</Value>秒"
3108,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>任務記錄：關閉<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
 不記錄任務過程。"
3109,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>任務記錄：開啟<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<If(Equal(IntegerParameter(1),1))>可對任務過程進行記錄。<Else/>當前角色的任務記錄設定為<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>關閉<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
當前角色不對任務過程進行記錄。</If>"
3110,"確定"
3111,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>正在進行記錄準備確認。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3112,"REPLAY READY CHECK"
3113,"記錄準備確認"
3114,"None"
3115,"已開始進行記錄準備確認。
全員通過後即開始進行記錄
並顯示預先設定的戰鬥開始倒數計時。"
3120,"<Gui(100)/>呼喚冒險者回歸"
3121,"呼喚長時間未登入的冒險者上線回來玩。Final Fantasy 14的營運團隊會以您角色的名義向該玩家傳送訊息進行通知。

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>．訊息需要滿足特定條件才會傳送。
．一定時間內最多使用本功能5次。
．可以將5次限額都對同一角色使用。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

※詳情請參照官方網站。　<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>https://sqex.to/callback<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

確定要呼喚<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow><Highlight>StringParameter(1)</Highlight><UIGlow>01</UIGlow><UIForeground>01</UIForeground> 回歸嗎？
"
3122,"呼喚冒險者回歸"
3130,"道具搜尋設定"
3131,"搜尋包含輸入文字的道具。
請在輸入文字後按下「搜尋」按鈕進行搜尋。
最多可以顯示100個搜尋結果。
透過上下移動游標或點選手把的<CommandIcon(5)/>鍵，
可以查看全部搜尋結果。"
3132,"ITEM SEARCH SETTING"
3133,"道具搜尋設定"
3134,"選擇搜尋方式"
3135,"前方一致"
3136,"部分一致"
3137,"搜尋以輸入文字開頭的道具名。
在搜尋結果中會顯示出需求情況和出售數量。"
3138,"勾選「部分一致」進行搜尋時不會顯示出需求情況和出售數量。"
3139,"確定"
3140,"拉諾西亞"
3141,"黑衣森林"
3142,"薩納蘭"
3143,"伊修加德周邊"
3144,"基拉巴尼亞"
3145,"東方地域"
3146,"其他"
3147,"諾弗蘭特"
3148,"伊爾薩巴德大陸"
3150,"MOUNT SPEED"
3151,"坐騎速度"
3152,"地區"
3153,"速度"
3154,"坐騎速度"
3160,"指令"
3161,"開始"
3162,"取消"
3163,"關閉"
3164,"<Sheet(ClassJobCategory,IntegerParameter(1),0)/>"
3165,"GUILD ORDER"
3166,"公會令"
3167,"公會令"
3180,"PvP CHARACTER"
3181,"PvP角色"
3185,"投影模板"
3189,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>※有覆蓋多個位置的裝備時會顯示為「無裝備」。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3190,"最強"
3191,"BEST EQUIPMENT"
3192,"最強"
3193,"應用"
3194,"已成功裝備上兵裝庫中最適合<Sheet(ClassJob,IntegerParameter(1),0)/>的物品。"
3195,"兵裝庫中沒有任何適合<Sheet(ClassJob,IntegerParameter(1),0)/>的物品。"
3196,"當前裝備"
3197,"最強裝備"
3198,"無裝備"
3199,"最強裝備確認中"
3200,"<Format(IntegerParameter(1),FF022C)/>"
3201,"經驗值"
3202,"金幣"
3203,"成功"
3204,"失敗"
3205,"黑渦團軍票"
3206,"雙蛇黨軍票"
3207,"恆輝隊軍票"
3208,"剩餘時間：<Value>IntegerParameter(1)</Value>:<TwoDigitValue>IntegerParameter(2)</TwoDigitValue>
進度：<Value>IntegerParameter(3)</Value>%"
3210,"<CommandIcon(13)/>"
3211,"<CommandIcon(12)/>"
3213,"<CommandIcon(13)/>"
3214,"<CommandIcon(12)/>"
3215,"<CommandIcon(23)/>滾動  <CommandIcon(12)/>+<CommandIcon(23)/>縮放  <CommandIcon(13)/>傳送"
3216,"<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case><Case(3)><Gui(120)/></Case><Case(4)><Gui(123)/></Case><Case(5)><Gui(63)/></Case><Case(6)><Gui(121)/></Case><Case(7)><Gui(122)/></Case></Switch><Else/></If><Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>
(<Format(IntegerParameter(2),FF022C)/>)"
3217,"確定要花費<Format(IntegerParameter(2),FF022C)/>傳送到「<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case><Case(3)><Gui(120)/></Case><Case(4)><Gui(123)/></Case><Case(5)><Gui(63)/></Case><Case(6)><Gui(121)/></Case><Case(7)><Gui(122)/></Case></Switch><Else/></If><Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>」嗎？"
3218,"<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>
尚未開放"
3219,"<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case><Case(3)><Gui(120)/></Case><Case(4)><Gui(123)/></Case><Case(5)><Gui(63)/></Case><Case(6)><Gui(121)/></Case><Case(7)><Gui(122)/></Case></Switch><Else/></If><Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>"
3220,"體力"
3221,"魔力"
3222,"技力"
3223,"製作力(CP)"
3224,"採集力(GP)"
3225,"狀態"
3226,"力量(STR)"
3227,"耐力(VIT)"
3228,"靈巧(DEX)"
3229,"智力(INT)"
3230,"精神(MND)"
3231,"信仰(PIE)"
3232,"屬性"
3233,"<Gui(56)/>火"
3234,"<Gui(61)/>水"
3235,"<Gui(60)/>雷"
3236,"<Gui(58)/>風"
3237,"<Gui(59)/>土"
3238,"<Gui(57)/>冰"
3239,"攻擊特性"
3240,"直擊(DH)"
3241,"暴擊(CRT)"
3242,"信念(DET)"
3243,"防禦特性"
3244,"物理防禦力"
3245,"堅韌"
3246,"魔法防禦力"
3247,"體能特性"
3248,"物理攻擊力"
3249,"技能速度"
3250,"體能耐性"
3251,"斬擊耐性"
3252,"突刺耐性"
3253,"打擊耐性"
3254,"魔法特性"
3255,"攻擊魔法威力"
3256,"治療魔法威力"
3257,"詠唱速度"
3258,"對戰特性"
3259,"鬥志"
3260,"製作特性"
3261,"作業精度"
3262,"加工精度"
3263,"採集特性"
3264,"獲得力"
3265,"鑑別力"
3266,"成長"
3267,"拔出武器/收回武器"
3268,"收回武器時顯示主手及副手裝備"
3269,"顯示自己的頭部裝備"
3270,"重置角色位置與旋轉狀態"
3271,"開關角色閱覽模式(手把專用)"
3272,"裝備"
3273,"平均品級"
3274,"當前裝備中物品的平均品級。
提高平均品級才能夠透過任務搜尋器參加難度更高的任務。"
3275,"分解技能"
3276,"DESYNTHESIS SKILL"
3277,"分解技能"
3278,"總計"
3279,"關閉"
3280,"GRAND COMPANY EXCHANGE"
3281,"軍票交換所"
3282,"道具"
3283,"交換數量"
3284,"軍票"
3285,"軍銜"
3286,"持有數量"
3287,"沒有能夠交換的道具。"
3288,"職能特性"
3290,"「<Sheet(Item,IntegerParameter(1),0)/>」×<Value>IntegerParameter(2)</Value>需要提交<Format(IntegerParameter(3),FF022C)/>張軍票。
要交換嗎？"
3291,"返回"
3292,"這裡是<Sheet(GrandCompany,IntegerParameter(1),0)/>內部交換物資的場所。
使用軍票能夠換取相應的軍備。"
3300,"設定熱鍵欄"
3301,"請指定目標位置。
與使用熱鍵時採取同樣的操作進行設定。"
3302,"<CommandIcon(9)/> 退出"
3303,"設定熱鍵"
3304,"刪除所選熱鍵"
3310,"編輯指令"
3311,"修改"
3312,"取消"
3320,"編輯熱鍵欄"
3321,"請按下對應按鍵進行編輯。"
3322,"請選擇新的位置。
選擇同一位置會將指令刪除。"
3323,"<Gui(19)/> 退出"
3324,"<CommandIcon(9)/> 取消　<Gui(19)/> 退出"
3330,"<CommandIcon(12)/><CommandIcon(13)/> 翻頁"
3335,"<CommandIcon(10)/> 設定熱鍵"
3340,"操作模式"
3341,"<CommandIcon(14)/>左鍵 <CommandIcon(15)/>右鍵  <CommandIcon(12)/>＋<Gui(17)/>退出"
3342,"<CommandIcon(12)/>＋<Gui(17)/>切換控制模式"
3343,"地面目標模式"
3344,"<CommandIcon(13)/>＋<CommandIcon(20)/>移動目標範圍　<CommandIcon(13)/>＋<Gui(16)/>位置重置"
3350,"ACHIEVEMENT"
3351,"成就"
3352,"總成績"
3353,"種類"
3354,"獎勵"
3355,"沒有獲得任何成就"
3356,"傳奇"
3357,"稱號 <Highlight>StringParameter(1)</Highlight>"
3358,"首頁"
3359,"最新解鎖"
3360,"解鎖成就"
3361,"<Switch(IntegerParameter(1))><Case(1)>顯示全部</Case><Case(2)>只顯示已完成</Case><Case(3)>只顯示未完成</Case></Switch>"
3362,"正在讀取資料。"
3363,"<Format(IntegerParameter(1),FF022C)/> / <Format(IntegerParameter(2),FF022C)/>"
3364,"<CommandIcon(10)/><CommandIcon(8)/> 次級指令"
3365,"貨幣"
3366,"成就點"
3367,"顯示成就幣幫助。"
3368,"關於領取獎勵道具
在達成附贈道具獎勵的成就後，
點選成就中獎勵道具的圖示，即可領取道具。


關於成就幣
成就幣是指在達成成就時獲得的成就點積累到一定程度後，
從格里達尼亞舊街的喬納森處領取的貨幣。

成就幣可用來交換特別的道具。"
3369,"接近達成"
3370,"當前區域"
3371,"顯示更多接近達成的成就"
3372,"今後在通知情報中顯示"
3373,"下列成就即將滿足達成條件："
3374,"目標列表"
3375,"此處顯示被加入目標列表的成就。
目標列表最多可加入30個成就。"
3376,"加入目標列表"
3377,"從目標列表中刪除"
3378,"篩選已達成成就。"
3379,"篩選未達成成就。"
3380,"篩選附帶稱號的成就。"
3381,"篩選附帶其他道具獎勵的成就。"
3382,"跳轉到該分類"
3383,"沒有成就符合篩選條件。"
3384,"？？？"
3385,"？？？？？"
3386,"搜尋"
3387,"輸入關鍵字可在新手指南中查詢相關項目。
請輸入關鍵字並點選圖示開始搜尋。"
3388,"沒找到相關的新手指南。"
3389,"搜尋結果"
3390,"HOW TO LIST"
3391,"新手指南"
3392,"鍵盤滑鼠模式"
3393,"手把模式"
3394,"現在沒有任何指南內容。"
3395,"下面對手把標準的操作模式進行介紹。"
3396,"<Value>IntegerParameter(1)</Value>-<Value>IntegerParameter(2)</Value>"
3401,"確定"
3402,"取消"
3403,"物品名"
3404,"價格"
3405,"持有數量"
3406,"確定要以<Value>IntegerParameter(3)</Value>的價格購買<Sheet(Item,IntegerParameter(1),0)/>×<Value>IntegerParameter(2)</Value>嗎？"
3407,"確定要以<Value>IntegerParameter(3)</Value>的價格出售<Sheet(Item,IntegerParameter(1),0)/>×<Value>IntegerParameter(2)</Value>嗎？"
3408,"將物品出售給店員。"
3411,"交換"
3412,"取消"
3415,"只顯示最近新加的道具"
3416,"無新加道具。"
3420,"部隊等級沒有達到要求。"
3421,"部隊戰績不足。"
3422,"確定要消耗<Format(IntegerParameter(2),FF022C)/>點部隊戰績換取「<Sheet(CompanyAction,IntegerParameter(1),0)/>」特效嗎？"
3423,"現在沒有發動任何特效。"
3424,"現在沒有儲備任何特效。"
3425,"沒有使用部隊特效的許可權。"
3430,"當前特效"
3431,"儲備特效"
3432,"現在沒有發動任何特效。"
3433,"現在沒有儲備任何特效。"
3434,"沒有使用部隊特效的許可權。"
3440,"ORDINARY TINCTURE"
3441,"選擇用色"
3442,"確定"
3443,"取消"
3444,"用色1"
3445,"用色2"
3450,"隊徽裝飾"
3451,"
"
3452,"裝飾隊徽"
3453,"取下隊徽"
3454,"選擇裝備"
3455,"裝飾全部"
3456,"道具名"
3457,"費用"
3458,"費用合計：<Format(IntegerParameter(1),FF022C)/>"
3459,"沒有能夠裝飾隊徽的裝備。"
3460,"COMPANY CREDIT EXCHANGE"
3461,"戰績交換所"
3462,"部隊等級"
3463,"部隊特效"
3464,"等級"
3465,"戰績"
3466,"沒有「<Sheet(FCAuthority,12,0)/>」的許可權。"
3467,"當前特效"
3468,"儲備特效"
3469,""
3470,"道具"
3471,"購買數量"
3472,"所持數量"
3473,"確定要使用<Format(IntegerParameter(2),FF022C)/>點部隊戰績交換<Sheet(Item,IntegerParameter(1),0)/>×<Value>IntegerParameter(3)</Value>嗎？"
3474,"確定要將隊徽裝飾添加到以下裝備上嗎？
<Sheet(Item,IntegerParameter(1),0)/>
費用：<Value>IntegerParameter(2)</Value>"
3475,"確定要將隊徽裝飾到所有裝備上嗎？
費用：<Value>IntegerParameter(1)</Value>"
3476,"確定要將隊徽從以下裝備上取下嗎？
<Sheet(Item,IntegerParameter(1),0)/>"
3477,"確定要將隊徽從所有裝備上取下嗎？"
3478,"無法使用該功能，沒有加入任何部隊。"
3480,"RENAME"
3481,"更改名稱"
3482,"確定"
3483,"取消"
3484,""
3490,"《<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><Sheet(ClassJob,IntegerParameter(1),27)/></If>》"
3491,"《<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><Sheet(ClassJob,IntegerParameter(1),27)/></If>》"
3492,"«<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><Sheet(ClassJob,IntegerParameter(1),27)/></If>»"
3493,"«<Value>IntegerParameter(1)</Value>»"
3500,"亞拉戈神典石"
3501,"總數"
3502,"本週"
3503,"<Format(IntegerParameter(1),FF022C)/>/<Format(IntegerParameter(2),FF022C)/>"
3504,"<Format(IntegerParameter(1),FF022C)/>/<Format(IntegerParameter(2),FF022C)/>"
3505,"<Format(IntegerParameter(1),FF022C)/>/<Format(IntegerParameter(2),FF022C)/>"
3510,"更新套裝"
3511,"搭檔"
3512,"僱員"
3520,"當前沒有裝飾了隊徽的裝備。"
3521,"全部取下"
3527,"無法使用該功能，沒有加入任何部隊。"
3528,"無法使用該功能，沒有加入該國大國防聯軍。"
3530,"RECOMMEND"
3531,"推薦任務"
3532,"正在讀取"
3533,"當前區域中沒有可推薦的任務"
3534,"關閉"
3535,"<Highlight>StringParameter(1)</Highlight>"
3536,"接受等級：<Value>IntegerParameter(1)</Value>級"
3537,"<Sheet(Item,IntegerParameter(1),0)/>"
3540,"選擇圖案顏色"
3541,"
"
3542,"確定"
3543,"取消"
3550,"你好！"
3551,"你好！
/wave"
3552,"再見！"
3553,"再見！
/goodbye"
3554,"謝謝！"
3555,"謝謝！
/bow"
3556,"自動攻擊最近的敵人"
3557,"/targetenemy
/facetarget
/action 自動攻擊 <t>"
3558,"標記攻擊1的記號"
3559,"/marking 攻擊1 <t>
/party 集中攻擊<attack1>！"
3560,"攻擊標有攻擊1記號的敵人"
3561,"/target <attack1>
/facetarget
/action 自動攻擊 <t>"
3562,"TEXT COMMANDS"
3563,"文字指令"
3564,"插入巨集指令"
3565,"複製"
3566,"<CommandIcon(10)/>次級指令 <CommandIcon(11)/>編輯巨集指令 <CommandIcon(24)/>滾動查看詳細情報"
3567,"<Gui(54)/>擲骰！ <Gui(73)/><Value>IntegerParameter(1)</Value><Gui(55)/>"
3568,"<Gui(54)/>擲骰！ 最大<Value>IntegerParameter(2)</Value>  <Gui(73)/><Value>IntegerParameter(1)</Value><Gui(55)/>"
3569,"寵物外觀的設定狀態"
3570,"<Highlight>StringParameter(1)</Highlight>  <Highlight>StringParameter(2)</Highlight>"
3571,"請選擇要交給對方的道具"
3572,"請選擇要交給對方的道具"
3573,"請選擇要交給僱員的道具"
3574,"請選擇要在市場出售的道具"
3575,"請選擇要在郵件中發送的道具"
3576,"請選擇要賣出的道具"
3577,"請選擇要裝備的道具"
3578,"請選擇要放入兵裝庫的道具"
3579,"請選擇要放入儲物櫃中的道具"
3580,"請選擇要進行布置的家具及庭具"
3581,"請選擇要追加或更改的外部裝潢配件"
3582,"請選擇要追加或更改的內部裝潢配件"
3583,"外部裝潢配件"
3584,"內部裝潢配件"
3585,"選擇僱員的裝備"
3586,"<Gui(126)/>"
3587,"<Gui(127)/>"
3588,"<Gui(124)/>"
3589,"<Gui(125)/>"
3590,"<Gui(77)/>"
3591,"<Gui(95)/>"
3592,"<Gui(78)/>"
3593,"<Gui(79)/>"
3594,"<Gui(80)/>"
3595,"<Gui(81)/>"
3596,"<Gui(168)/>"
3601,"I+XIV PUZZLE"
3602,"I＋XIV數位推盤"
3603,"回合"
3604,"時間"
3605,"最快時間"
3606,"最少回合"
3619,"???"
3620,"玩家名"
3621,"目標名"
3622,"分類名"
3623,"視窗名"
3624,"次級指令名"
3625,"條件"
3626,"技能名"
3627,"標記名"
3628,"套裝編號"
3629,"熱鍵欄編號"
3630,"十字熱鍵欄編號"
3631,"設定內容"
3632,"字串"
3633,"技能欄編號"
3634,"職業名"
3635,"道具名"
3636,"坐騎名"
3637,"聊天視窗編號"
3638,"寵物名"
3639,"狀態名"
3640,"召喚獸名"
3641,"音階名"
3642,"快捷發言名"
3643,"時尚配飾名"
3644,"目標"
3650,"物品"
3651,"任務道具及水晶"
3652,"物品(1-100)"
3653,"物品(101-175)及水晶"
3654,"<If(Equal(IntegerParameter(1),3))><Value>IntegerParameter(1)</Value> <Else/><Value>IntegerParameter(1)</Value></If>"
3660,"CURRENCY"
3661,"貨幣一覽"
3662,"共通"
3663,"戰鬥"
3664,"其他"
3665,"能工巧匠"
3666,"大地使者"
3667,"金碟幣"
3668,"更新時間：<Value>IntegerParameter(1)</Value>小時<Value>IntegerParameter(2)</Value>分後<Time(IntegerParameter(3))/>[<Value>TopLevelParameter(221)</Value>/<Value>TopLevelParameter(219)</Value> <Value>TopLevelParameter(218)</Value>:<TwoDigitValue>TopLevelParameter(217)</TwoDigitValue>]"
3670,"IXAL DELIVERY QUESTS"
3671,"鳥人族供應任務"
3672,"道具名"
3673,"配方等級"
3674,"供應數量"
3675,"貢獻值"
3676,"報酬經驗值"
3677,"所持數量"
3678,"獲得貢獻值"
3679,"全部"
3680,"鳥人族供應任務"
3681,"現在無法領取任務。"
3682,"在受理限額內，可以領取並進行任務。"
3683,"可以查看供應委託列表。"
3684,"自動拆除房屋"
3685,"拆除房屋後有一定時間可以回收資產。"
3686,"查看拆除房屋後的資產回收期限。"
3687,"房間的資產回收期限"
3688," <If(GreaterThanOrEqualTo(IntegerParameter(1),1))>剩餘<Value>IntegerParameter(1)</Value>天<Else/>1天以內</If>"
3689,"數量"
3690,"無法獲得剩餘期限。"
3691,"※與住宅區管理人談話可以取回沒有及時回收的家具。"
3692,"道具名"
3693,"<Format(IntegerParameter(1),FF022C)/><If(GreaterThan(IntegerParameter(3),0))>/ <Format(IntegerParameter(2),FF022C)/><Else/></If>"
3694,"HOUSING ITEM CLAIM"
3695,"回收房屋資產"
3696,"確定要取回<Sheet(Item,IntegerParameter(1),0)/>嗎？
拿走的家具無法再次存放進來。"
3697,"沒有能夠取回的物品。"
3698,"背包空欄數量：<Value>IntegerParameter(1)</Value>"
3699,"保管物品數量：<Value>IntegerParameter(1)</Value>"
3700,"武具投影"
3701,"MIRAGE PRISM"
3702,"武具投影"
3703,"基礎物品"
3704,"投影物品"
3705,"道具名"
3706,"裝備等級"
3707,"沒有能夠進行武具投影的物品。"
3708,"道具名"
3709,"裝備等級"
3710,"精鍊度"
3711,"解除投影"
3712,"沒有能夠用於投影的物品。"
3713,"MIRAGE PRISM EXECUTE"
3714,"進行武具投影"
3715,"基礎物品"
3716,"投影物品"
3717,"消耗觸媒"
3718,"投影"
3719,"返回"
3720,"無法進行投影，缺少所需的觸媒。"
3721,"MIRAGE PRISM REMOVE"
3722,"解除武具投影"
3723,"基礎物品"
3724,"消耗觸媒"
3725,"解除"
3726,"返回"
3727,"無法解除投影，缺少所需的觸媒。"
3728,"對<Sheet(Item,IntegerParameter(1),0)/>進行投影會附加綁定屬性。"
3729,"只有當前職業能夠裝備的物品才可以進行武具投影。"
3730,"僱員裝備中"
3731,"僱員所持物品"
3732,"物品/兵裝庫/裝備中"
3733,"僱員裝備中/僱員所持物品"
3734,"收藏櫃"
3735,"投影臺"
3736,"僅在旅館可使用的功能。"
3737,"從收藏品櫥櫃中投影不會消耗媒介物。"
3738,"從幻象梳妝臺中投影不會消耗媒介物。"
3739,"僅在召喚留存員時可使用的功能。"
3740,"確定要將<Sheet(Hud,IntegerParameter(1),ADDONHUD_NAME)/>的介面設定恢復原樣嗎？"
3743,"個別恢復初期設定"
3756,"介面設定儲存功能"
3757,"HUD LAYOUT FUNCTION"
3758,"介面設定儲存功能"
3759,"複製所選編號的介面設定。"
3760,"基準"
3761,"新增"
3762,"確認"
3763,"取消"
3764,"確定要變更介面編號嗎？
沒有儲存的編輯內容會被廢棄。"
3765,"確定要開啟介面設定儲存功能視窗嗎？
沒有儲存的編輯內容會被廢棄。"
3766,"確定要將<Value>IntegerParameter(2)</Value>號介面的設定複製到<Value>IntegerParameter(1)</Value>號中嗎？"
3767,"系統"
3768,"熱鍵欄"
3769,"基本"
3770,"副本任務專用"
3771,"當前視窗設定"
3772,"更改包含系統與熱鍵欄在內的介面設定。"
3773,"更改與系統相關的介面設定。"
3774,"更改與熱鍵欄相關的介面設定。"
3775,"更改只能在特定副本任務中使用的介面設定。對戰專用的介面只有在相應任務和狼獄停船場中才能更改設定。"
3780,"保留"
3781,"返回"
3782,"保留"
3783,"接受救助"
3784,"返回開始地點"
3785,"接受"
3786,"拒絕"
3787,"要接受<Highlight>StringParameter(1)</Highlight>的救助嗎？"
3788,"<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>"
3789,"返回回歸點"
3790,"陷入無法戰鬥狀態，即將退出「<Highlight>StringParameter(1)</Highlight>」，
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※即使選擇保留也會在陷入無法戰鬥狀態超過10分鐘後強制退出，敬請注意。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
"
3791,"退出"
3792,"退出任務"
3800,"FISHING LOG"
3801,"釣魚筆記"
3802,"區域"
3803,"地點"
3804,"魚類圖鑑"
3805,"記錄"
3806,"完成！"
3807,"釣場 <Value>IntegerParameter(1)</Value>/<Value>IntegerParameter(2)</Value>"
3808,"<Value>IntegerParameter(1)</Value>級"
3809,"<Value>IntegerParameter(1)</Value>.<Value>IntegerParameter(2)</Value>星寸"
3810,"<Value>IntegerParameter(1)</Value>級"
3811,"未發現的釣場"
3812,"釣魚筆記"
3813,"<Sheet(Item,IntegerParameter(1),0)/>（<If(Equal(IntegerParameter(2),0))>未獲得<Else/>已獲得</If>）"
3814,"天氣條件：<Switch(IntegerParameter(1))><Case(1)>有</Case><Case(2)>無</Case><Case(3)>???</Case></Switch>
時間條件：<Switch(IntegerParameter(2))><Case(1)>有</Case><Case(2)>無</Case><Case(3)>???</Case></Switch>
特殊條件：<Switch(IntegerParameter(3))><Case(1)>有</Case><Case(2)>無</Case><Case(3)>???</Case></Switch>"
3815,"確定要將下列道具收為收藏品嗎？
收藏價值 : <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow><Value>IntegerParameter(1)</Value><UIGlow>01</UIGlow><UIForeground>01</UIForeground>

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>收藏品無法交易,也無法在市場上出售。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3816,"魚竿/漁叉切換顯示"
3820,"FISH GUIDE"
3821,"魚類圖鑑"
3822,"<If(Equal(IntegerParameter(2),0))>釣魚成功次數<Else/>刺魚獲得魚數</If> <Format(IntegerParameter(1),FF022C)/>"
3823,"<If(Equal(IntegerParameter(1),0))>典型釣場<Else/>典型漁場</If>"
3824,"<If(Equal(IntegerParameter(4),0))>？？？？<Else/><Highlight>StringParameter(1)</Highlight>
<Highlight>StringParameter(2)</Highlight>
<If(Equal(IntegerParameter(5),0))>？？？？<Else/><Highlight>StringParameter(3)</Highlight></If></If>"
3825,"沒有任何情報
沒有過釣魚記錄"
3826,"追加情報"
3827,"可採集為收藏品"
3828,"採集需求：<If(Equal(IntegerParameter(3),0))>魚類傳承錄·？？？篇<Else/><Sheet(Item,IntegerParameter(1),0)/>（<If(Equal(IntegerParameter(2),0))>未獲得<Else/>已獲得</If>）</If>"
3829,"<Sheet(GatheringSubCategory,IntegerParameter(1),5)/>（<If(Equal(IntegerParameter(2),0))>未獲得<Else/>已獲得</If>）"
3830,"RECORDS"
3831,"釣果記錄"
3832,"暫無釣魚數據"
3833,"湖泊"
3834,"河川"
3835,"海岸"
3836,"近海"
3837,"沙海"
3838,"雲海"
3839,"浮島"
3840,"熔岩"
3841,"魔泉"
